Timestamp_Local,L1 Current,L2 Current,L3 Current,L4(Neutral) Current,3 Phase Average Current,Pos. Seq. Current,Neg. Seq. Current,Current Unbalanced,L1-L2 Voltage,L2-L3 Voltage,L3-L1 Voltage,AUX Voltage,3 Phase Average Voltage L-L,Pos. Seq. Voltage,Neg. Seq. Voltage,Voltage Unbalanced,L1-N Voltage,L2-N Voltage,L3-N Voltage,3 Phase Average Voltage L-N,Last Cycle Frequency,Phase Rotation
2026-05-14 10:42:57,49.98394,55.500931,47.200924,0.003984,50.895264,50.71954,5.075632,10.007252,4319.641602,4290.57373,4309.191895,0.0,4306.46875,4305.588867,29.667421,0.689044,2495.518799,2483.723145,2478.957275,2486.066406,60.023434,2.0
2026-05-14 10:43:17,48.708904,54.078773,45.791027,0.003984,49.526234,49.34642,5.063372,10.26087,4320.711426,4290.573242,4309.191406,0.0,4306.825684,4305.946289,30.144007,0.700055,2495.75708,2484.199707,2478.718994,2486.225342,60.017574,2.0
2026-05-14 10:43:38,49.260601,54.654995,46.158829,0.003984,50.024811,49.836823,5.185972,10.405904,4323.209473,4293.793457,4312.291992,0.0,4309.765137,4308.924805,29.786568,0.691276,2497.425049,2485.86792,2480.625488,2487.9729,60.000973,2.0
2026-05-14 10:43:58,50.768581,54.753075,46.624706,0.003984,50.715454,50.560162,4.867212,9.626576,4323.5625,4293.79541,4310.145996,0.0,4309.167969,4308.329102,30.263153,0.702434,2496.710205,2486.463623,2479.79126,2487.655029,60.017574,2.0
2026-05-14 10:44:19,51.78616,56.273312,47.090588,0.003984,51.716686,51.528698,5.467951,10.611468,4319.99707,4289.858398,4310.146973,0.0,4306.66748,4305.827148,30.02486,0.697308,2496.114502,2483.484863,2478.957275,2486.185547,60.026363,2.0
2026-05-14 10:44:39,51.344799,55.549973,46.453068,0.003984,51.115948,50.94022,5.418911,10.637786,4319.762207,4291.050293,4308.474609,0.0,4306.429199,4305.588867,29.429129,0.68351,2495.041992,2484.318848,2478.718994,2486.026611,60.015621,2.0
2026-05-14 10:44:59,49.910381,54.029736,45.680687,0.003984,49.8736,49.701962,4.989812,10.039467,4323.086914,4291.76709,4310.146484,0.0,4308.333496,4307.495117,30.858885,0.7164,2496.829346,2485.391357,2479.076416,2487.098877,60.020504,2.0
2026-05-14 10:45:20,51.737118,56.530769,48.868282,0.003984,52.378723,52.227516,4.671052,8.943662,4319.76709,4287.706055,4307.63623,0.0,4305.036621,4304.15918,31.216324,0.72526,2495.399414,2483.127441,2477.289307,2485.272217,59.992184,2.0
2026-05-14 10:45:40,51.835197,56.75145,48.978622,0.003984,52.521759,52.374638,4.744613,9.058989,4318.57666,4287.109863,4305.489258,0.0,4303.725098,4302.848633,30.978031,0.719942,2494.327148,2482.77002,2476.455322,2484.517578,60.000973,2.0
2026-05-14 10:46:00,51.933277,57.658688,50.7318,0.003984,53.441254,53.306396,4.499413,8.440662,4320.121094,4285.439453,4308.115234,0.0,4304.558594,4303.801758,32.64608,0.758541,2496.233643,2482.174316,2476.455322,2484.954346,60.000973,2.0
2026-05-14 10:46:22,53.306396,59.571247,52.730175,0.003984,55.202606,55.071835,4.585233,8.325912,4322.851562,4287.230469,4312.889648,0.0,4307.657227,4306.780273,32.884373,0.763549,2498.735596,2483.127441,2478.361572,2486.741455,60.009762,2.0
2026-05-14 10:46:42,54.863415,60.772724,54.936974,0.003984,56.857708,56.75145,4.058053,7.150572,4319.04834,4283.651367,4309.430176,0.0,4304.042969,4303.206055,32.884373,0.764183,2496.710205,2480.86377,2476.455322,2484.676514,60.017574,2.0
2026-05-14 10:47:02,55.660313,63.028561,57.18055,0.003984,58.623138,58.504627,4.597493,7.85834,4318.335938,4284.247559,4310.384277,0.0,4304.322754,4303.444336,32.050346,0.74476,2496.591064,2480.625488,2477.170166,2484.795654,60.015621,2.0
2026-05-14 10:47:22,54.704033,61.912903,56.395912,0.003984,57.670948,57.548347,4.401333,7.648061,4317.62207,4284.845215,4309.788574,0.0,4304.085449,4303.206055,31.33547,0.728189,2495.995361,2480.744629,2477.289307,2484.676514,60.020504,2.0
2026-05-14 10:47:44,53.416737,60.343624,55.010532,0.003984,56.256962,56.138451,4.241953,7.556235,4322.017578,4289.380371,4312.533203,0.0,4307.977051,4307.137695,31.33547,0.727524,2497.901611,2483.604004,2479.314697,2486.940186,60.020504,2.0
2026-05-14 10:48:06,54.654995,61.679962,56.261051,0.003984,57.532001,57.41349,4.290993,7.473842,4321.780762,4286.753906,4308.833496,0.0,4305.789551,4304.993164,32.884373,0.763866,2496.948486,2483.246582,2476.931885,2485.708984,60.017574,2.0
2026-05-14 10:48:26,54.005215,61.201824,55.353813,0.003984,56.853619,56.726929,4.474893,7.888481,4321.422363,4285.442383,4309.908203,0.0,4305.591309,4304.754883,33.360958,0.774979,2497.425049,2482.412598,2476.812744,2485.550049,60.026363,2.0
2026-05-14 10:48:46,53.281876,59.865486,54.078773,0.003984,55.742046,55.623531,4.229693,7.604144,4323.205078,4286.277344,4312.294434,0.0,4307.259277,4306.422852,33.956688,0.788513,2498.854736,2483.008301,2477.88501,2486.582764,60.023434,2.0
2026-05-14 10:49:06,51.602257,57.916149,50.82988,0.003984,53.449429,53.306396,4.646533,8.716651,4321.900391,4287.350586,4307.877441,0.0,4305.709473,4304.874023,32.765224,0.761119,2496.471924,2483.604004,2476.693604,2485.589844,60.015621,2.0
2026-05-14 10:49:28,54.091034,61.643185,53.833576,0.003984,56.522598,56.359131,5.296312,9.397433,4320.828125,4285.32373,4306.328125,0.0,4304.160156,4303.325195,33.360958,0.775237,2495.75708,2482.77002,2475.621338,2484.716064,60.029293,2.0
2026-05-14 10:49:48,54.593693,62.231663,54.961494,0.003984,57.262283,57.106991,5.112412,8.95234,4320.351562,4284.727539,4307.521973,0.0,4304.200684,4303.325195,33.122665,0.769699,2496.233643,2482.174316,2475.97876,2484.795654,60.035152,2.0
2026-05-14 10:50:08,55.611271,63.494438,55.243473,0.003984,58.116394,57.94067,5.566031,9.606433,4320.831543,4284.724121,4308.712891,0.0,4304.756348,4303.920898,33.480103,0.777898,2496.829346,2482.055176,2476.336182,2485.073486,60.012691,2.0
2026-05-14 10:50:28,56.87405,64.058395,55.59901,0.003984,58.843822,58.676266,5.467951,9.318847,4321.069336,4282.576172,4309.66748,0.0,4304.4375,4303.563477,34.671566,0.805648,2497.782471,2481.221191,2475.740479,2484.914795,60.012691,2.0
2026-05-14 10:50:48,66.927231,73.756042,65.664459,0.003984,68.782578,68.643631,5.149192,7.501339,4304.082031,4267.061523,4289.736816,0.0,4286.960449,4286.048828,33.83754,0.789481,2486.582764,2472.523438,2465.374756,2474.827148,60.009762,2.0
2026-05-14 10:51:11,57.62191,64.046143,55.267994,0.003984,58.978683,58.811127,5.431171,9.234939,4322.263672,4283.049805,4307.276855,0.0,4304.196777,4303.325195,35.267296,0.819536,2497.186768,2482.293457,2474.906494,2484.795654,59.980465,2.0
2026-05-14 10:51:31,57.646431,63.457661,53.661934,0.003984,58.255341,58.063267,5.860271,10.092905,4321.669434,4285.078613,4307.276855,0.0,4304.675293,4303.801758,33.956688,0.788993,2496.591064,2482.77002,2475.621338,2484.994141,59.983395,2.0
2026-05-14 10:51:51,58.431068,64.793999,55.709351,0.003984,59.644806,59.473167,5.578291,9.379509,4319.880859,4283.29248,4308.833008,0.0,4304.002441,4303.086914,33.718395,0.783586,2496.829346,2481.102051,2475.97876,2484.636719,60.015621,2.0
2026-05-14 10:52:11,51.859718,57.707729,48.757942,0.003984,52.775127,52.595318,5.455691,10.37296,4331.164551,4290.932129,4319.097656,0.0,4313.731445,4312.856934,35.863029,0.831538,2503.620605,2486.582764,2480.506348,2490.236572,60.020504,2.0
2026-05-14 10:52:31,51.1609,56.65337,48.108166,0.003984,51.974148,51.79842,5.185972,10.011834,4327.963379,4289.138184,4316.348633,0.0,4311.149902,4310.354492,34.79071,0.807143,2501.595215,2485.152832,2479.552979,2488.766846,59.992184,2.0
2026-05-14 10:52:51,51.737118,57.119251,47.715843,0.003984,52.190735,51.994579,5.639591,10.846498,4328.322266,4286.749023,4318.733887,0.0,4311.268066,4310.354492,36.577908,0.848605,2503.144043,2483.842285,2479.433838,2488.806641,59.977535,2.0
2026-05-14 10:53:11,54.471092,60.625603,51.111858,0.003984,55.402851,55.206692,5.762191,10.437486,4322.861816,4284.001953,4302.978027,0.0,4303.280762,4302.37207,35.505589,0.825256,2495.637939,2483.723145,2473.357422,2484.239502,59.959957,2.0
2026-05-14 10:53:35,56.395912,62.599461,53.637417,0.003984,57.544266,57.376709,5.467951,9.529915,4321.909668,4281.377441,4300.711426,0.0,4301.33252,4300.465332,36.458759,0.847786,2494.803711,2482.77002,2471.689453,2483.087646,59.968746,2.0
2026-05-14 10:53:55,53.674194,59.595764,52.239777,0.003984,55.16991,55.035053,4.658792,8.465137,4320.245117,4276.843262,4299.399902,0.0,4298.82959,4297.963379,37.888515,0.881546,2494.56543,2480.744629,2469.783203,2481.697754,59.977535,2.0
2026-05-14 10:54:15,54.520134,60.772724,53.392216,0.003984,56.228359,56.077152,4.756873,8.482728,4318.817383,4274.338379,4299.758789,0.0,4297.638184,4296.771973,38.245953,0.890109,2494.56543,2478.957275,2469.306396,2480.943115,59.986324,2.0
2026-05-14 10:54:35,55.59901,61.017925,53.723236,0.003984,56.78006,56.65337,4.536193,8.006925,4317.748047,4276.367188,4299.281738,0.0,4297.798828,4296.891113,36.458759,0.848492,2493.493164,2479.672119,2470.021484,2481.062256,59.986324,2.0
2026-05-14 10:54:55,54.078773,59.669327,51.540958,0.003984,55.096355,54.936974,4.965292,9.038161,4319.292969,4280.186523,4300.713867,0.0,4300.064453,4299.154785,35.386444,0.823102,2493.969727,2481.340332,2471.808594,2482.372803,59.986324,2.0
